Counter,First Element,Last Element,Time Elapsed,Queue Size
100,0,99,6.10E-06,0
200,0,99,0.0118564,0
300,0,99,0.0122502,0
400,0,99,0.0127738,0
500,0,99,0.0123446,0
600,0,99,0.0123941,0
700,0,99,0.0126572,0
800,0,99,0.0125496,0
900,0,99,0.0127025,0
1000,0,99,0.0123128,0
1100,0,99,0.0125118,0
1200,0,99,0.0124491,0
1300,0,99,0.012712,0
1400,0,99,0.0123574,0
1500,0,99,0.0124475,0
1600,0,99,0.0125111,0
1700,0,99,0.0126073,0
1800,0,99,0.0124067,0
1900,0,99,0.0121709,0
2000,0,99,0.0129146,0
2100,0,99,0.0124933,0
2200,0,99,0.0122832,0
2300,0,99,0.012536,0
2400,0,99,0.0125292,0
2500,0,99,0.0123955,0
2600,0,99,0.0127852,0
2700,0,99,0.0122136,0
2800,0,99,0.0125977,0
2900,0,99,0.0123992,0
3000,0,99,0.0128498,0
3100,0,99,0.0120757,0
3200,0,99,0.0126634,0
3300,0,99,0.0123931,0
3400,0,99,0.0125802,0
3500,0,99,0.0126867,0
3600,0,99,0.0122514,0
3700,0,99,0.0128987,0
3800,0,99,0.012077,0
3900,0,99,0.0125181,0
4000,0,99,0.0125327,0
4100,0,99,0.0125994,0
4200,0,99,0.0125022,0
4300,0,99,0.0124741,0
4400,0,99,0.0126522,0
4500,0,99,0.0122678,0
4600,0,99,0.0127455,0
4700,0,99,0.0122494,0
4800,0,99,0.0125423,0
4900,0,99,0.0124758,0
5000,0,99,0.0125238,0
5100,0,99,0.0123799,0
5200,0,99,0.0127744,0
5300,0,99,0.0121806,0
5400,0,99,0.0126858,0
5500,0,99,0.0124271,0
5600,0,99,0.0124929,0
5700,0,99,0.0126248,0
5800,0,99,0.0124733,0
5900,0,99,0.0123509,0
6000,0,99,0.0126429,0
6100,0,99,0.0125765,0
6200,0,99,0.0125806,0
6300,0,99,0.0124259,0
6400,0,99,0.0122732,0
6500,0,99,0.0126615,0
6600,0,99,0.0125082,0
6700,0,99,0.0124881,0
6800,0,99,0.0124551,0
6900,0,99,0.0124039,0
7000,0,99,0.0125319,0
7100,0,99,0.0127351,0
7200,0,99,0.0124748,0
7300,0,99,0.0123641,0
7400,0,99,0.0125484,0
7500,0,99,0.0126583,0
7600,0,99,0.0123062,0
7700,0,99,0.0123118,0
7800,0,99,0.0126704,0
7900,0,99,0.012509,0
8000,0,99,0.012454,0
8100,0,99,0.0125902,0
8200,0,99,0.0123382,0
8300,0,99,0.0123492,0
8400,0,99,0.0126749,0
8500,0,99,0.0127883,0
8600,0,99,0.0121842,0
8700,0,99,0.0123323,0
8800,0,99,0.0129365,0
8900,0,99,0.0121978,0
9000,0,99,0.0126002,0
9100,0,99,0.0124142,0
